,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
57,2024-10-09,棉花加权,不交易,0.0,0,0,0,95626548,14305,3750,100001850,14230.0,4368652,
58,2024-10-09,橡胶加权,不交易,0.0,0,0,0,95626548,18885,-3000,99998850,18915.0,4368652,
59,2024-10-09,焦炭加权,不交易,0.0,0,0,0,95626548,2144,14000,100012850,2130.5,4368652,
60,2024-10-09,焦煤加权,不交易,0.0,0,0,0,95626548,1486,9600,100022450,1469.5,4368652,
61,2024-10-09,玻璃加权,不交易,0.0,0,0,0,95626548,1228,4600,100027050,1205.0,4368652,
62,2024-10-09,碳酸锂加权,不交易,0.0,0,0,0,95626548,78400,1200,100028250,78280.0,4368652,
63,2024-10-09,红枣加权,不交易,0.0,0,0,0,95626548,9940,7500,100035750,9790.0,4368652,
64,2024-10-09,纯碱加权,不交易,0.0,0,0,0,95626548,1510,-600,100035150,1513.0,4368652,
65,2024-10-09,纸浆加权,不交易,0.0,0,0,0,95626548,5776,-1800,100033350,5794.0,4368652,
66,2024-10-09,豆一加权,不交易,0.0,0,0,0,95626548,4015,1400,100034750,4001.0,4368652,
67,2024-10-09,豆粕加权,不交易,0.0,0,0,0,95626548,2942,100,100034850,2941.0,4368652,
68,2024-10-09,集运欧线加权,不交易,0.0,0,0,0,95626548,1700,-7950,100026900,1715.8,4368652,
69,2024-10-09,锰硅加权,不交易,0.0,0,0,0,95626548,6342,-1800,100025100,6378.0,4368652,
70,2024-10-09,铁矿石加权,不交易,0.0,0,0,0,95626548,782,6000,100031100,776.0,4368652,
71,2024-10-09,鸡蛋加权,不交易,0.0,0,0,0,95626548,3527,-700,100030400,3534.0,4368652,
72,2024-10-09,ALL,,0.0,0,0,0,95626548,,,100030400,,4368652,
73,2024-10-09,1000股指加权,开空仓,5711.6,-10,1370784,0,94255764,5712,0,99995200,5711.6,5739436,
74,2024-10-09,瓶片加权,开空仓,6510.0,-10,78120,0,94177644,6510,0,99995200,6510.0,5817556,
75,2024-10-09,甲醇加权,开空仓,2510.0,-10,20080,0,94157564,2510,0,99995200,2510.0,5837636,
76,2024-10-09,50股指加权,不交易,0.0,0,0,0,94157564,2654,0,99995200,2654.0,5837636,
77,2024-10-09,PVC加权,不交易,0.0,0,0,0,94157564,5700,4800,100000000,5604.0,5837636,
78,2024-10-09,十年债加权,不交易,0.0,0,0,0,94157564,106,0,100000000,105.6,5837636,
79,2024-10-09,300股指加权,不交易,0.0,0,0,0,94157564,3930,0,100000000,3929.8,5837636,
80,2024-10-09,工业硅加权,不交易,0.0,0,0,0,94157564,11035,-6500,99993500,11165.0,5837636,
81,2024-10-09,尿素加权,不交易,0.0,0,0,0,94157564,1871,4600,99998100,1848.0,5837636,
82,2024-10-09,棕榈油加权,不交易,0.0,0,0,0,94157564,8616,0,99998100,8616.0,5837636,
83,2024-10-09,棉花加权,不交易,0.0,0,0,0,94157564,14305,3750,100001850,14230.0,5837636,
84,2024-10-09,橡胶加权,不交易,0.0,0,0,0,94157564,18885,-3000,99998850,18915.0,5837636,
85,2024-10-09,沪铝加权,不交易,0.0,0,0,0,94157564,20525,0,99998850,20525.0,5837636,
86,2024-10-09,焦炭加权,不交易,0.0,0,0,0,94157564,2144,14000,100012850,2130.5,5837636,
